#用二维码付款被身后人盗刷#,,,,
username,comment,interact,date,likes
nostopusing,@ThiefCa0,null,5-27 10:52,
_奥特曼de小怪瘦_,浪费了聪明的脑子,null,5-27 10:52,
大圆是个小朋友,看来还是要打开免密支付，比较安全。,null,5-27 10:52,
王壹先生,@xynsshw 你看看，傻儿子,null,5-27 10:51,
LZHFD,无所谓啦，没必要防范，这样的情况支付宝都会赔的，而且支付宝要实名制非常严格，尤其是商家扫码，用这种方法的骗子都是傻子，五分钟就能定位嫌疑人身份，要是微信？当我没说，哈哈,null,5-27 10:51,
是长善啦啦啦啦,发生了!我每次担心的事，所以出二维码我就扣在手上遮住,null,5-27 10:51,
wsly999,@重尾 @玄機酥,null,5-27 10:51,
Aobama的妹妹,我认为，手机支付产品的开发者没有充分考虑到安全支付在开放空间的安全应用。关于开放空间的安全性，不是防，而应该是在开放空间没法防的情况下，如何设计产品，能够做到安全支付。,共13条回复,5-27 10:51,
wed-l,微信不是实名制的么 不怕被抓么,null,5-27 10:51,
白阿果儿,关闭免密支付,null,5-27 10:51,
知了说有杀气,之前有个拍视频在超市做过这样的实验,null,5-27 10:50,
小罗快跑V,@茜茜煜煜贺,null,5-27 10:50,
Aobama的妹妹,我认为，手机支付产品的开发者没有充分考虑到安全支付在开放空间的安全应用。关于开放空间的安全性，不是防，而应该是在开放空间没法防的情况下，如何设计，能够做到安全支付。,null,5-27 10:50,
今天你长高了没,@崎乃川美· @水里有个温鱼 @Yu_啊西西 可怕,共1条回复,5-27 10:50,3
微澜江边月,握草，还有这种操作,null,5-27 10:50,
大闷闷的小仙女喔,诶 我的手机屏膜是防偷窥膜 应该看不到吧？,null,5-27 10:50,
Aobama的妹妹,我认为，手机支付产品的开发者没有充分考虑到安全支付在开放空间的安全应用。关于开放空间的安全性，不是防，而应该是在开放空间没法防的情况下，如何设计，能够做到安全支付。,null,5-27 10:49,
亦纷扰,@繘二 千万不能提前打开二维码,null,5-27 10:49,
噼里啪啦淘气包,@YsNightMare,共1条回复,5-27 10:49,
我爱你但我更爱真理,@你不努力没人愿与你共度余生,null,5-27 10:49,
离家Klein,我也觉得要关闭这个微信支付的免密支付,null,5-27 10:49,
其实我就是那个Joker,望严惩 犯罪成本这么低 代价还小的话 让好人怎么活？,null,5-27 10:49,
sofaya1108baby,真的要小心了。我一般是轮到我付款时，点开付款二维码给超市收银员，这样不会被盗刷。//@港味美衣:前几天才看到警察提示别在收付款的时候提前点开二维码，这就出消息了，现在真的是要随时保持警惕才行,null,5-27 10:49,
Trees_cat,@一身仙气的小奶蝎 要注意了,共1条回复,5-27 10:48,
尚帝我在人间71070,这种事不严判！以后二维码支付就要被做文章安全问题。严判才能震慑住不法分子。,null,5-27 10:48,
不发神经你不笑,@奥古斯塔李,共1条回复,5-27 10:48,
蔚迟离,@携心冬菇,null,5-27 10:48,
小烦酱-3-,@萌萌酱-3- @我不是周一碗,null,5-27 10:48,1
央视方方圆圆,#方方圆圆提醒# 警惕,null,5-27 10:48,
夜沉霜,上一次看到类似的是做一个实验，然后实验的人被骂了我印象很深刻，没想到真实案件还是发生了,共1条回复,5-27 10:47,
LAMelo2001,盗窃的人微博找到了@江来不想泽任不民白,null,5-27 10:47,
我都不知道自己是只兔纸,学生？？,null,5-27 10:47,
我家的1987,@属于我的暖梦少年,null,5-27 10:47,
建宁公子1990,转发微博,null,5-27 10:46,
Elam666-,@gumpkee,null,5-27 10:46,
芝士蛋糕丶,且不说有摄像头，支付宝都实名的吧... 实名盗窃吗？🌚憨贼,null,5-27 10:46,
游啊游QAQ,@summercrey_ 注意了！,null,5-27 10:46,
Co尾巴,@小树就是想长高,null,5-27 10:46,
Yngsonlokkk,@LEE_DrEaRy @_今晚打脑斧 @汪峰,null,5-27 10:46,
WhaleYCE,@喂朴灿站住,null,5-27 10:46,
克洛伊梦见蓝蝴蝶,@清风徐来水波不兴2 可怕,null,5-27 10:46,
小酒窝乖乖别让我失眠,@乖乖牌的小窝,null,5-27 10:46,
张小斌啊啊啊啊,@阿敏阿敏阿敏AAA @夏沫--安静,null,5-27 10:46,
果子酒i,。无语,null,5-27 10:45,
Ms_Wus-Mr_Wu,@彤呉,null,5-27 10:45,
LY帅气与才华集一身的小太阳,@董欢欢好欢乐呀,null,5-27 10:45,
杨雁喨,@张峥锐是我狗子的名字啊,null,5-27 10:45,
这个东京有点凉,又是韭菜不打码，罪犯打码，真是法律面前人人平等啊,null,5-27 10:44,
奥利奥根本扭不开嗷,@绪沢本樱,共1条回复,5-27 10:44,
程余啊,@-你活在记忆里 @骑鱼过海的猫-Cly @面团的老母亲,null,5-27 10:44,
我叫自己张努力,@无畏LLLin 小胖下次付款的时候再打开二维码 扫完了记得关上 不要提前打开啦,null,5-27 10:44,
她是自动提醒,一直担心的事真实发生了,null,5-27 10:44,1
纯真不可逆,@无聊哦ing 注意后面的人,null,5-27 10:44,
PaPer学前班_阿丹老师,大不了报警，反正警察能帮我解决,null,5-27 10:44,
羊胡子九号,s号傻打码,null,5-27 10:44,
大丽猫,@Alex美语,null,5-27 10:44,
肉加potato,付款码只有商家可以刷不是吗,null,5-27 10:43,
小嘉瑞啊,以前就想过有类似的事情发生怎么办 结果真的看到了这样的新闻 建议二维码付款用一次刷新一次 收款的可以不这样,null,5-27 10:43,
猫串WEIZI1,@lffbbb_,null,5-27 10:43,
努力努力再努力GSP,幸亏我用的是支付宝支付，这人就扫不了我的码了。,null,5-27 10:43,1
女乔子520,还好基本都用支付宝,null,5-27 10:43,1
有医郁Call黄绿,@糖半甜L 要小心噢,共1条回复,5-27 10:42,
阿柯ke吖,@许雅婕Jesse,null,5-27 10:42,
安静且迷茫,为什么给犯罪分子打码，就犯罪分子有人权是吧怎么就是不给执法人员和一般人打码？,null,5-27 10:42,
西西哟哟玲珑,用支付宝。盗刷必赔@支付宝,共3条回复,5-27 10:42,4
万年少女小张张,@L得得搜搜,null,5-27 10:42,
cC要云游四方,@从小叫万总,null,5-27 10:42,
莫守尘,担心的事发生了…,null,5-27 10:42,
北方的胖纸啊,@梦龙郭 @Baetola @dara-dl @沈醉不是真名,null,5-27 10:42,
剧情杀青无悔,应该输2次密码,null,5-27 10:41,
hidenori,收款码是实时更新的呀，拍照回去刷就过期了？ 但是当场长刷手机马上就会提醒了,null,5-27 10:41,
Sun_nanana,@缘起性空的快乐生活 以后不要提前把二维码拿出来啦,null,5-27 10:41,
沐沐环游世界,犯罪分子还需所保护吗，不应该曝光，从而达到杀鸡儆猴的效果吗//@张-玄尘-长安:为什么总给犯罪分子打码，而其他守法老百姓不打码。,null,5-27 10:41,
莫扎豆花,@Heiky- 上次看的,共1条回复,5-27 10:41,
汪1124,这就是公然抢劫，以为看不到吧？,null,5-27 10:41,2
ly不打扰是我最后的温柔,搞笑，为啥总是给犯罪人打马赛克，普通人不打,null,5-27 10:41,
娜zn的快乐,微信和支付宝应该要给用户自己选择到底是不是免密支付，这样方便的同时给了犯罪分子可乘之机,null,5-27 10:41,
风景美如画_,没明白怎么个盗刷法。扫码只能出现信息，又没给贼转账，他怎么能收到钱?,null,5-27 10:40,
jiaxian-92,付款吗不是会不停的变吗,null,5-27 10:40,
JackieJackie喵喵喵,我很少用微信付款,null,5-27 10:40,
我的代号叫牙签,@可爱的李医生 付款注意安全,null,5-27 10:39,
芥末399,@李二二妹儿,null,5-27 10:39,
陈少荣_,防偷窥屏幕的重要性,null,5-27 10:39,
给我来个大魔王,所以我打开二维码的时候都会手机朝下 或者用手指遮盖,null,5-27 10:39,
Zz左懒懒,@宇宙宝藏- @Vv_Sowhat 平时小心点,共1条回复,5-27 10:39,
邻班张同学,这些人头脑真好,null,5-27 10:39,
机智如Ken,有点傻，不知道有监控这种东西吗。。。。,null,5-27 10:39,
艾薇min,为了方便快速结账，前面还有一个人排队我就会打开付款码，然后关掉屏幕或者把手机屏幕贴着自己怀里，到我付款再拿出来,null,5-27 10:39,
啊啊啊啊啊嘞嘞,每次打开付款码都有这样的担忧，所以都捂得严严实实的。付款码一定不要泄露！,null,5-27 10:38,
张大卫啊,缺钱到这种地步了么，真丢人,null,5-27 10:38,
你的会员身份已过期,没到你付款的时候别摆出二维码,null,5-27 10:38,
桑抄灯豆巻,嗯，扫,null,5-27 10:38,
喜兔ace,@我以后都不跟你玩了 注意安全,共1条回复,5-27 10:38,
邓子敬亭山,还是支付宝好，只有商家能扫那个收款码,null,5-27 10:38,
小胖君儿-,@小胖墩儿的猴叔叔,null,5-27 10:38,
喵了个咪_梅酒子,转发微博,null,5-27 10:37,
不白XP,@JOJO7x,null,5-27 10:37,
我帮二瓜吃番茄,这人是不是听过陈永生的课,null,5-27 10:37,
没错叫我迪哥哥啦丶,@E--LIVE,null,5-27 10:37,
院子里的第二棵梧桐树,还是喜欢小超市，可以扫商家二维码那种,null,5-27 10:37,
肥肥的candy,@Daniellecroissant @Runners- 小心身后有鬼,共1条回复,5-27 10:37,
阿慧鼻鼻子,@怪蜀膝 你看 每次叫你不要那么快打开二维码,共1条回复,5-27 10:37,
Crystal毕晴,@米大赛,null,5-27 10:36,
终南修道,前面有个女的露胸啦。,null,5-27 10:36,1
文酱akina,幸好我从来不用微信支付,null,5-27 10:36,
居式食盒,@Sandra84,null,5-27 10:36,
他的依玖,这种人是不是忘了超市有监控？以为耍点小聪明就没人知道？,null,5-27 10:36,1
卡乐橙麦片,我晕 前两天还会朋友讨论了会不会有这个可能性 原来是真的有,null,5-27 10:36,
蝴蝶你个毛毛虫,@甘觉蝴蝶 可怕，要小心,共1条回复,5-27 10:35,
Vegetable_陳,所以每次打開支付款碼的時候我會把手機往肚子靠擋住我的付款碼,null,5-27 10:35,
Doreen是抖爸,@球鞋有坑,null,5-27 10:35,
小钢铁侠Tony,@Etops小纯 @八章桐,null,5-27 10:35,
nilusmi,@吴锦鹏Ivan,null,5-27 10:35,
侧耳倾听的爱刚刚好,@想要大雄家的宠物猫 @喵Miaowu @_预告,null,5-27 10:34,
一只肉萱,吓得我赶紧看了下手机账单,null,5-27 10:34,
南山小豆苗,@冰式微,null,5-27 10:34,
陈大大大大大大大大大大任性,我觉得这些人好幸运，我们一般去报警都不会破案的,null,5-27 10:34,
果冻小小只,@当然是你最可爱,null,5-27 10:34,
MIssing潘蔡,怎么刷的呢。,null,5-27 10:34,
ymliner,与时俱进啊,null,5-27 10:34,
LJLin0,@Lorena___,null,5-27 10:33,
Winnie_Cherish,@IMFallingForYou 以后别提前把二维码弄出来,共1条回复,5-27 10:33,1
林宥简丶,@就是熊佳啊 赶紧关闭免密支付,null,5-27 10:33,
过去向往的人,@SHIYIN神 …林子大了 什么鬼都有,null,5-27 10:33,
巨醒脑,@Reborn-lc,null,5-27 10:32,
噢大熊熊,@同谋__,null,5-27 10:32,
靠谱的小姐姐2333,还好我账号没这么多钱,null,5-27 10:32,
不吃鸭血的鸭血粉丝,"这种刷了都能看到付款方啊,支付宝不是实名制么？一查不就知道是谁偷的？实名制偷钱",null,5-27 10:32,
一会儿就老了,我之前就想到过这个，所以每次都是轮到自己的时候再快速打开，不然就是用手遮住,null,5-27 10:32,
不吃鸭血的鸭血粉丝,"这种刷了都能看到付款方啊,支付宝不是实名制么？一查不就知道是谁偷的？",null,5-27 10:32,
凯kvice,之前就想过会不会有这种事，还真有，得留意下的@会飞的狗蛋nn,共1条回复,5-27 10:31,
Mr糖不吃-,@小路子0826,共1条回复,5-27 10:31,
凌晨四点没有你的洛杉矶,怎么干的,null,5-27 10:31,
徐徵徵徵徵明,@YoceNer,null,5-27 10:31,
我对着自己开了一qiang,@天空才是极限灬9588 老公 啥意思 我咋没看懂,null,5-27 10:31,
笑之歌_,@我会钟意你呀,共3条回复,5-27 10:31,
言木白呀,每次付款前调出来二维码都挡着手机屏幕，就是害怕这种事发生,null,5-27 10:31,
锦李家的雲琪JK,转发微博,null,5-27 10:31,
夸夸夸-----爱买衣服的小丫头,回复@夸夸夸-----爱买衣服的小丫头:客服还说商家的名字可能是随便起的，实际上不是税务局也是可能的。所以消费者一点办法都没有。作为第三方，基本信息都不能告知。,null,5-27 10:31,
华瑞人力资源,防不胜防，这些人真的会刷小聪明,null,5-27 10:31,
Shark-LY,@科学捕捞,null,5-27 10:30,
我的男神是只睫毛精,@我就是小号就是爱小泡泡,null,5-27 10:30,
白晓宇i,@Mokshya 啥人都有,null,5-27 10:30,
令狐冲小野lf,就没办法升级一下这个二维码技术吗，付款码只能对超市或商家扫码几感应到，其他不支持,null,5-27 10:30,
你们哦32,还好这种新闻看多了，每次付完款迅速关闭屏幕，你扫你扫扫不着,null,5-27 10:30,
甜松chouchou,@Booster雪雪雪松吖,null,5-27 10:30,
叫我贞贞哥,@L-Jia-wen,null,5-27 10:30,1
G_秋秋,这是说他有脑子好还是没脑子好,null,5-27 10:29,
杨个个的竹,之前就看到过一个人专门拍过这种视频 是用一种软件就可以了,null,5-27 10:29,
夸夸夸-----爱买衣服的小丫头,@支付宝@新浪新闻客户端 我刚遇到，23号上午九点整显示黄埔税务局130元，打电话客服说是当面扫付款码支付的，不可能是被盗。 反馈结果就是短信通知不能被理赔。然而我想知道商家是否是官方，商家电话地址，均不能被告知。 九点半在浦东医院，九点大概从家（也在浦东）出发时间。此事不了了之。。。,共4条回复,5-27 10:29,4
薛定谔爱吃鱼,@灬瑜无敌灬,共1条回复,5-27 10:29,
三年级E班潮田渚,还好我高,null,5-27 10:29,
SUSU_欧尼,我第一反应是幸亏不是河南的事情....,null,5-27 10:28,
文文文鑫·唐舒,他是哈尖儿,null,5-27 10:28,
幸运9十1,支付程序得改进,null,5-27 10:28,
wyy597,@可爱又迷人的反派角色_ZMZ,null,5-27 10:28,
Doooooqp,@福瑞斯特_甘普冯,null,5-27 10:28,
我和他家的猫,@我和她家的狗,null,5-27 10:28,
不想起名字0412,@支付宝,null,5-27 10:27,
五更瑠璃QAQ,我都是打开支付宝界面等待支付，扫码的时候我才点码出来扫的,null,5-27 10:27,
蚊子丶不要咬我,老打码，还给坏人打码，都打码感觉看新闻都是动画就行了,null,5-27 10:27,1
穿乌克丽丽的花衬衫,还好我没钱,null,5-27 10:27,
努力努力V_X,我之前也担心过被盗刷，所以每次都很小心,null,5-27 10:27,
跑摊匠,二维码付款被盗刷，盗贼这是在摄像头下实名犯罪，只要平台和警察想抓，一抓一个准，盗贼怎么想的？话说既然有被盗刷的风险，那平台是不是该给用户增加一个确认付款金额的身份识别流程，让盗贼没有一刷得手走之的可能,null,5-27 10:27,
白皙魔鸟212,沙雕,null,5-27 10:26,
夏天在小朋友的眼睛里,像我一样微信里没有钱 。。。这样更加安全,null,5-27 10:26,
小蝶好运来,防不胜防，以后要注意看看周围,null,5-27 10:26,
123栀子花,又是免密支付惹的祸？,null,5-27 10:26,
长袖善文不善武,@淘梦酒里思淘梦 让人害怕,null,5-27 10:26,
Dill7HC,@爱发呆的自然卷 注意啦！,null,5-27 10:26,
阿阿阿阿阿阿故,@有那么一首歌不能听,null,5-27 10:26,
邱成杨,那锃亮锃亮的手镯跟他很配呢。,null,5-27 10:26,
一路向北net,一直担心的事情还是发生了所以我每次打开付款码都怕被人扫到,null,5-27 10:26,
知小橘橘橘,视频公开有经过受害者的同意吗？犯人打码，受害者却不打？,null,5-27 10:25,
青瓦台的星星_,@我爱杏仁璐璐璐 @小罗快跑V,null,5-27 10:25,
放不下的梦想,@支付宝,null,5-27 10:25,
-听说过小酱鸡吗,@Liming好梦,null,5-27 10:25,
搬石头的猫,@想换个名字都不行吗,null,5-27 10:25,
Do布,应该我们扫商家才对，变成他们扫我。这样很不安全,null,5-27 10:25,
拉风的小超,支付宝的二维码不是一分钟系统自动更换的吗？还是有一定安全度的。微信的是没有吧？,null,5-27 10:25,
人间美味胖头鱼,@圣托里尼看日落到睡着,null,5-27 10:24,
水蜜桃X十X,@卡斯特默有预谋 这太猥琐了,null,5-27 10:24,
冉冉的老婆,我也得有那么多钱啊,null,5-27 10:24,
张小瑶小姐,@小杨Annie 钱就这么轻易的被刷走了。。。服气,null,5-27 10:24,
病栋鬼父,@2-1u·,null,5-27 10:24,
sepetmanhu,@ONE一个创异者,null,5-27 10:23,
李二泽i,@李不浪i,共1条回复,5-27 10:23,
东莞市添华食品有限公司,那不是微信有钱，被刷多少都有可能,null,5-27 10:23,
四不四維,@周八豆子,null,5-27 10:23,
白袍kylin,第一个女生还挺好看的,null,5-27 10:23,
奚尔斌,按理说被盗刷是可以找客服理赔的。交给支付宝或者微信支付他们去处理那个盗刷那个人就行了，可能会终生禁止使用电子支付了，征信也会被拉黑,null,5-27 10:23,
右手麦兜,@耶律溪風,null,5-27 10:23,
hoiyaner,而我，就没有这么多钱可以让他扫成功,null,5-27 10:23,
as99462,就好像去人家偷完前还把身份证拍桌上,null,5-27 10:23,
于先生的父亲杨老爷子,@单眼皮冻 所以在店员扫之前遮住,共1条回复,5-27 10:22,
WeNrrrou,@周六和周天,null,5-27 10:22,
心随沅动,@山上点点灯,null,5-27 10:22,
追忆_时光,幸亏我有防偷窥贴膜,共6条回复,5-27 10:22,9
红豆布丁95,@BrunchLin,null,5-27 10:22,
2B的Face,@爆炸草莓派 佛了,null,5-27 10:22,
高强度睡觉怎么保证工作,@团子妈xxx,共1条回复,5-27 10:22,
邓老师今天发vlog了吗,我一直觉得会被人扫！原来还真的！！,null,5-27 10:22,
紫霞姐_____,bug,null,5-27 10:21,
Li_俊男,@彭婉婷-,null,5-27 10:21,
放肆嘲笑曹操贪慕着小乔,还有这操作 哈哈 厉害 借我大爷使用一下,共1条回复,5-27 10:21,
嗶哩吧啦ki,@小小理科状元,null,5-27 10:21,
喜欢的你在吗,@沈月请翻我牌 @栗子仁piu @灮之如夢,null,5-27 10:21,
宜小执AJie,很慌张，不过还好自己没那么多钱希望这些人要点脸,null,5-27 10:21,
偷吃小饼干被噎到,@你真的很哈哈 @提拉米苏little-cake @水兵月本月,共2条回复,5-27 10:21,
春的小qq,提高警惕,null,5-27 10:20,
学沫的逆袭,还好我用支付宝,null,5-27 10:20,
大熊一隻,这男的也真是牛批,null,5-27 10:20,
laozihenmang,@努力修炼厨艺中 注意保护二维码,null,5-27 10:20,
JN谢姑娘,有手有脚还做这种事,null,5-27 10:20,
啊卷卷,@IAN_iChow,null,5-27 10:20,
梁宵不吃洋柿子,@嘿尊,null,5-27 10:20,
SWLR布陶,新型偷钱,null,5-27 10:20,
生命练习生1128,有沟必火😂,null,5-27 10:20,
成哥昂首向前走,@Khaki_khaki,共1条回复,5-27 10:20,
不爱运动的小脑斧,我们前几天财富管理课老师刚让我们拍银行卡盗刷的小视频，我们就有演这一幕，所以出门还是要小心点，还有用刷卡机器小额免密隔空盗刷银行卡，银行卡还是要放在厚的包包的内层，不要放在口袋里。,null,5-27 10:19,
捞了桔子跑儿,短信提醒啊！,null,5-27 10:19,
大阪少年服部平次,@大阪少女远山和叶,共1条回复,5-27 10:19,
迪迪小大王,@Janet是个小仙女 以后付款要保护好我们的付款码,共1条回复,5-27 10:19,
Josephie_,@我叫超人美美 这个有点厉害了,null,5-27 10:19,
维_沓,用手机闪付安全，还不受网络影响,null,5-27 10:19,
楊久日cherie,我付钱是都是当时付当时出示，绝对不提前出示，以前就有这个新闻出来过，实在不行，各位就刷脸支付吧,null,5-27 10:19,
-JerryChan,@-JeremyLu,null,5-27 10:19,1
亲爱的傅咋,我早就在想要是有人这么做咋整，,null,5-27 10:19,
Revie_,@SANSA-N,null,5-27 10:19,
Lexi0208,从来不开免密支付,null,5-27 10:19,
温暖君_healer,@cheng_df,null,5-27 10:19,
诺坎普的小小豆,@阳二小小小小小先生,null,5-27 10:18,
USBTOP优仕拓,转发微博,null,5-27 10:18,
夏延_,@贾岩律师 下次请用我的头像遮住二维码,共1条回复,5-27 10:18,
取名什么的真麻烦已被占用,@花熙的美好时光 哇靠 新型犯罪,共1条回复,5-27 10:18,
洛丽塔1997,回复@消费最快乐:这个有用吗,null,5-27 10:18,
琅琊阁的薰薰草衣,人类只要不用在正途的脑子都很聪明,null,5-27 10:18,
王二狗funny,@老鸡丝儿 卧槽，我平常超喜欢提前点开的,共1条回复,5-27 10:18,
刘婵666,会收到付款信息吧，要不那种记不得自己有多少钱的咋办,null,5-27 10:18,
井旸在此,@井漂漂,共2条回复,5-27 10:18,
嘿我想你了,长的白白静静尽不做人事,null,5-27 10:17,
king_of_AATS,有“滴”的声音没听出来？,null,5-27 10:17,
Hzhuozhuo-,@我超可爱的啦90,null,5-27 10:17,
圈拾落luomans,@小居居的胖麻麻,null,5-27 10:17,
mimisusu,真是要注意,null,5-27 10:17,
柚子真难剥,@zarafa_piupiu,共1条回复,5-27 10:17,
一只火羊咩咩,@阿书CHEN 好好看看,null,5-27 10:17,
xueningf,这男的捷径走的还挺自然，估计不是第一次犯案了吧。,null,5-27 10:17,
漫长的白日梦Y,@跟所有星星说晚安,null,5-27 10:17,
猪小磊个隆咚锵,@白米饭加糖是粽子 看，不能把二维码一直亮着。,null,5-27 10:17,
3kiooooooooo,@牛牛Meow 还可以这样,共1条回复,5-27 10:16,
钢琴谱分享2333,这是不要脸到一定境界了，不知道怎么骂了！,null,5-27 10:16,
欧欧欧oh-no,上次看到一个博主拍一个视频说这样会被盗刷，他肯定是好心，可是也容易被学去吧，这也是没办法的┐（─__─）┌,null,5-27 10:16,
TCC30xzw,@半盏清茶0819 小心点,共2条回复,5-27 10:16,
HiPinkPiggy,@郭煒,null,5-27 10:16,
光光是歌手,@菜菜是迷妹,null,5-27 10:15,
TWOFACE_VENENO,@烽子疯不疯,null,5-27 10:15,
广元工会法律援助123,【警惕！#用二维码付款被身后人盗刷#】,null,5-27 10:14,
小灰灰de窝,其实不到付款的时候不要打开二维码，或者是打开了把屏幕熄了，付款再打开，在缺时间也不缺这几秒钟吧,null,5-27 10:14,
浅湖掠影,一个年轻人就要搞这种低级行为，应该判罚呀,null,5-27 10:14,
欧迪斯基O_o,给嫌疑人打码不给周围路人打码，是媒体疯了还是我疯了。。。,null,5-27 10:14,
萧楚萧筱,盗刷时微信不是会有扣费提醒吗？,null,5-27 10:14,
期待你们重聚那天,可怕，本来就没钱了要是被盗刷那就更惨了,null,5-27 10:14,
B·OOM,@顾颜初丶,null,5-27 10:14,
别躺了站起来搬砖,我的担心又一次成真了,null,5-27 10:14,
劉-旭裕,@给你猜好吧 厉害 下次我试下刷你的,共1条回复,5-27 10:14,
哥哥的小尾包,要是能从我这扫走几百算他狠，毕竟我支付宝才一位数！,null,5-27 10:13,
李晓晓晓晓冰,@戚逍Qi 原来真系得,null,5-27 10:13,
居然当老师的面酱,@某歌-喵喵喵喵,null,5-27 10:13,
SEA-SUN17,@NNicholasssss 还有这种操作,共1条回复,5-27 10:13,
敬哥哥_TV君,@Lisa要做一棵大树,共1条回复,5-27 10:13,
RyanKiki-,@-原来不会来了 @PengMxxs_more 一定要小心,null,5-27 10:13,
人渣不幸福,@保护我的小人渣,null,5-27 10:13,
半夏苏糖,@黎明如火,null,5-27 10:12,
颜大大是小仙女吗,可是刷完了手机会提示已经付过款了而商家还没扫不应该第一时间就怀疑后面的人么,null,5-27 10:12,
SpiritualistJ,@大力力的小蕾蕾 你就是,共1条回复,5-27 10:12,
曾浩今天是猪吗,@思念变不成海,null,5-27 10:12,
这名字都没人用,@背包的兔子012,null,5-27 10:12,
MrXOXO6508324251,抓的好 为什么要打码 就该让全国人知道他的模样,null,5-27 10:12,
531Dxka,二维码是变动的,null,5-27 10:12,
加了唐的陈汁,😂😂,null,5-27 10:11,
zhang_Moon,转发微博,null,5-27 10:11,
_demono-,@喜欢这个名字诶,共1条回复,5-27 10:11,
小小潇湘雨啊,我想知道，那个偷是用什么扫别人的支付码的，我和朋友试了试“扫一扫”不行啊,null,5-27 10:10,
金思彤sisi,@8玥儿呀,共1条回复,5-27 10:10,
一个人也很厉厉害CY,这是什么摄像头咋这么清晰,null,5-27 10:10,
妞妞-559,我不会在排队就把付款码打开的，只有要付的时候再打开。。手机控还是有好处的,null,5-27 10:10,
原来是苗苗,@Viva-Espana 我咋没看懂，你给我讲讲,null,5-27 10:10,
陈星旭第一女友粉,可怕 我这种每次二维码一打开 手机往旁边一放 一心一意装东西的真是吓着了 以后真的得小心了,null,5-27 10:10,
牙牙乐鹅,@香蕉与鱼,共1条回复,5-27 10:10,
technology-qiu,微信中招,null,5-27 10:10,
小皮皮的小6515455371,话说回来，上面会显示谁刷走的钱，马上就能找到嫌疑人吧,null,5-27 10:10,
加油小雪球,@aa1尔东,null,5-27 10:09,
Coconut椰青,@严君震,null,5-27 10:09,
Ena-snow,我一般点开之后，就下拉通知栏，遮住🙋,null,5-27 10:09,
芒果酱芒果酱,@彭澎的,null,5-27 10:09,
时光漫步qq,@叫我COCO吖 宝贝看看,null,5-27 10:09,
璇玑1986,穿的人模人样，净号偷鸡摸狗的下三档,null,5-27 10:09,
酷脉sport,,null,5-27 10:08,
左布左,@右布右 注意了注意力,共1条回复,5-27 10:08,
草莓热巧克力咖啡,咋偷得？不都是超市扫我们？咋他也可以呢,null,5-27 10:08,
不知名老艺术家,@芋圆仙女儿,null,5-27 10:08,
梦昼初影,@S_yanZ-,null,5-27 10:08,
啊呵呵呵家啊,铁🍔🍔,null,5-27 10:08,
小胖精,这种不是商家才能扫走吗？,null,5-27 10:08,
临林夕阳下,怎么做到的？那个付款码不是只能用扫码枪吗？,null,5-27 10:08,
请勿携带易燃装置,付款二维码什么时候可以设密码了，就会安全多了,null,5-27 10:08,
阳阳阳阳_ChuaN,@毕毕毕毕_SunnY,null,5-27 10:08,
芝士流心蛋黄酥_,@头比头发硬,null,5-27 10:08,
Sunny-密密杨,@纯醇i,null,5-27 10:07,
胡萝卜的八月,这种人是弱智吧，刷成功了手机马上就有提示，钱转到哪里了也看的清清楚楚，这不是等着警察来抓。。。,null,5-27 10:07,
l方世珍,@liudanwen 前几回我在付款的时候就想会不会有这种情况。,null,5-27 10:07,
Hictooz,我用的防窥膜,null,5-27 10:07,1
您笑您妈呢,@_哈哈怪,null,5-27 10:07,
改什么201612,@深山里的小蓝蓝,null,5-27 10:07,
喻甜ytty99,这也是为啥我总是扫对方付款码，很少愿意出示手机支付码,共1条回复,5-27 10:06,3
煜霖z,微信账号被盗 绑定的手机号被更改 无法解冻。给客服打电话一直让你上微信平台 微信被盗怎么上？ 自己用了好几年了 历史信息全都知道告诉我信息不一致？ 你们到底有没有人工服务？@腾讯微信团队 @微信公众平台 @微信支付官方微博 @微信支付 @微博315 @网络315警示,null,5-27 10:06,
谌儿学姐,余额就没超过50，盗刷我的,null,5-27 10:06,
我就是你的9527吖,@想变瘦的975 怎么样？迟早都会出来的新闻,共2条回复,5-27 10:06,
Lemony-eomi,这个真要防备……,null,5-27 10:06,
你嘴上有粒饭,我没懂@田飘想让我举铁,共2条回复,5-27 10:06,
ClaudiaLiang,所以我不到真的付钱的时候我不会打开付款码，只会点到临近打开付款码的最后一步,null,5-27 10:06,1
苏灵灵__,有点像永辉,null,5-27 10:06,
徐彬说投资,#用二维码付款被身后人盗刷#,null,5-27 10:06,
三岁就很帅w王w,@曹扬咩咩咩,null,5-27 10:06,
乔大就很好,@魔力红毛牙尖怪,null,5-27 10:06,
当当打小怪兽,@LAWYAN_ 我觉得我可能也被扫过 但里面没那么多钱 扣不成功,共1条回复,5-27 10:05,
这个瘦子特别胖,@像火又像冰,null,5-27 10:05,
荒野小姐姐,我只想知道支付宝会赔不,null,5-27 10:05,
tourist的缄默,都没地钱给人盗刷,null,5-27 10:05,
味道调查员,@黄初八年元月雨,null,5-27 10:05,
learnsky0,企图投机取巧的过生活，结果只能蹲在监狱讨生活,null,5-27 10:04,
zhong2093,骗子一辈子在牢里别出来了,null,5-27 10:04,
从此牛浪天涯,@喵喵M叽叽酱咩咩咩,null,5-27 10:04,
