#小学生打赏游戏主播#,,,,
username,comment,interact,date,likes
是妹儿猪呀,这跟家庭教育有什么关系？不知道你们在扯什么，明显虚荣心作祟，他们班的男生都查一下就知道怎么回事了，看看有多少给直播打赏的。,null,2017-5-28,
唯一的王者,为什么没有管一下未成年人玩游戏，出来坑人就算了，还乱花家里钱,null,2017-5-28,
小炳航,良心主播,null,2017-5-28,
你好哇淼淼,现在的孩子根本不知道柴米油盐贵啊……很多孩子连米饭是从哪儿来的都不知道。需要教育啊！不光是学校教育，家庭的教育更重要！要让孩子知道幸福的生活来之不易，要学会珍惜，要有恭敬心。,null,2017-5-28,
我是小辛同学,这样的小孩真是的我要是父母我得打死他,null,2017-5-28,
文艺小短句,只记得以前有个小女孩，星期天帮妈妈去打扫大街，还有个小学生在电话亭里做作业，等着爸爸下班,null,2017-5-28,
蜜桃杯内衣旗舰店,从小对娃不怎么管，只会打骂，所有孩子的问题也都是跟父母教育有关系的。。。,null,2017-5-28,
唯東-糖,@猩猩不是星星丶 就是这个咯,null,2017-5-28,
哲瑜SamA,还好我12岁还没有智能手机,null,2017-5-28,
丫吖-丫吖,王者农药,null,2017-5-28,
李康30497,社会上的垃圾,null,2017-5-28,
茳水鱼鱼,怎么教育的儿子！,null,2017-5-28,
1我不想用这个名字了,这种小孩真的缺乏教育 也没法说 现在小学生很多给王者荣耀充钱的 替妈妈心酸 也希望她可以将儿子领回正道,null,2017-5-28,
云养猫家长,不是说穷人家的孩子早当家吗，看来这是当年的时代才出的事啊,null,2017-5-28,
KanyeWestomari,小哥哥太好了 转粉,null,2017-5-28,
玛伊太厚娘娘,遇到这个熊孩子也是心累,null,2017-5-28,
南筱nxyeol,母亲赚钱这么不容易，现在的小孩做事都不想想父母的感受,null,2017-5-28,
咩咩多吃坚果,他可以去参加变形计了，虽然他家条件不太好,null,2017-5-28,
思一姐姐,我打王者荣耀也不错，我会玩法师辅助射手。为什么就没人带我玩😿,null,2017-6-16,1
用户6084936367,感觉这个家庭教育也是有问题的，这个孩子很缺乏来自家庭给予的尊重肯定鼓励，才会在外面寻求认同！孩子的心理教育是一门科学,null,2017-5-31,1
小纸人哦,主播是好人,null,2017-5-31,
你见或不见它就在那里我是紫容,这孩子太不懂事,null,2017-5-30,
YoWon颖宝,握草 我都26了工资都要上交 花钱还要打报告 想想就心好累啊,null,2017-5-30,
夙噬玄夜,怎莫说呢，孩子有错，该打，但孩子也有面子，打的时候就不要在别人面前，伤人自尊，我也是我妈打大的，知道那种感受，这种小孩还太小，正是那种容易追大流，没主张的时候，这时候家长就要适当给以教训或教育，让他们知道钱来之不易,null,2017-5-30,
学霸动感地带,鄙视,null,2017-5-29,
5219wa19,打死他，谁让他乱花钱，不认识字吗？哪个东西是该花钱的，哪个东西不该花钱，哪个东西是花钱的？不认识吗？,null,2017-5-29,
别等时光非礼梦想201605,现在主播不是必须要18岁才可以直播的吗,null,2017-5-29,
一留衣不留行90526,王者农药,null,2017-5-29,
初夏却冬凉,真为这位阿姨感到扎心,null,2017-5-29,
虎娃3803659080,转发微博,null,2017-5-29,
SS这里是地球,打吧，该打的打，别舍不得，熊孩子，我小时候打那168电话，打了两百多块钱，遭全家群殴。,null,2017-5-29,
追风少年夏日君,“王者荣耀”毁青春，没有错。,null,2017-5-29,
偶尔泛滥小寂寞,打，狠狠的打，不断手就断腿,null,2017-5-29,
誓言就像操沵媽說到做吥到,我觉得十二岁不懂父母辛劳乱花乱用毕竟还小可以原谅，但是骗人不承认错误这才是最严重的问题、孩子可以淘气但是一定不能骗人,null,2017-5-29,1
小香蕉你个芭乐,这种新闻屡出不断！！！！现在的直播真的害了这代孩子。。。过早接触手机真不是什么好事，亲戚家的孩子两三岁的不玩手机ipad不肯吃饭的多着去了，也不知道爹妈都怎么想的,null,2017-5-29,1
青年92273,平台是可以退钱的。但是这个未成年人上网真得好好把关管理一下才行。,null,2017-5-28,
陈欣博zZ,我觉得该打,null,2017-5-28,1
魏大糊涂,这孩子太不懂事了,null,2017-5-28,1
好多的鱼呐,还是父母的教育问题吧！看到视频都是打骂，可能孩子心里早就逆反了！只有在游戏里才觉得自己有用,null,2017-5-28,1
深圳市南山区千衣库服装商行,从没有玩过王者荣耀的举手,null,2017-5-28,1
alex先-森,王者荣耀，坑了一代人，富了部分人,null,2017-5-28,1
张泡沫bubble,害人不浅，我弟弟都快沉迷王者中了，唉,null,2017-5-28,1
那就一年以后再改,为什么不把关注点放在他妈的巴掌上？,null,2017-5-28,1
骨灰级小汤圆,妈妈那么辛苦赚钱，这孩子难道看不见吗？妈妈挣钱也是为了你，真不知道这孩子怎么想的。妈妈挣钱那么不容易，再说了。他妈妈打他怎么了，难道做错了受点教训不对吗？好像你们没有被打过似的。发生了那种事，她妈妈一定是很失望的啊。看着孩子长到现在，孩子竟然做出这么离谱的事情来。,null,2017-5-28,1
对不起对不起嗯,子不教，父母之过，如果只一味的赚钱而疏于教育子女，最后只会竹篮打水一场空,null,2017-5-28,1
小曼哩,小孩的虚荣心的源自父母的教育，那个母亲当着摄像机、别人的面打自己的孩子，践踏小孩的自尊心，很多人说小孩哪有有什么自尊心，但那却是造成小孩叛逆的重要原因,null,2017-5-28,1
王者荣耀代打小哥哥丶,点赞立刻十连胜 不连胜算我输，,null,2017-5-28,
萌萌么么么家,主播真是好人啦,null,2017-8-29,
稳哥的亲妈,谁能告诉我这样怎么办？我家姑姑儿子也是给主播打赏了2万块，该怎么办,null,2017-6-25,
向常文,这主播，我欣赏,null,2017-6-25,
